# wn (scale x 1.083)	PP 75 mu 
144.8380063	0.8612949
144.8887554	0.8609579
144.9395045	0.8606197
144.9902536	0.860279
145.0410028	0.8599353
145.0917519	0.8595884
145.142501	0.8592383
145.1932502	0.8588855
145.2439993	0.8585305
145.2947484	0.8581749
145.3454975	0.85782
145.3962467	0.8574681
145.4469958	0.8571205
145.4977449	0.8567795
145.548494	0.8564461
145.5992432	0.8561215
145.6499923	0.8558062
145.7007414	0.8554996
145.7514905	0.8552015
145.8022397	0.8549102
145.8529888	0.8546247
145.9037379	0.8543435
145.954487	0.8540652
146.0052362	0.8537894
146.0559853	0.8535159
146.1067344	0.8532451
146.1574836	0.8529777
146.2082327	0.8527151
146.2589818	0.8524588
146.3097309	0.8522102
146.3604801	0.8519707
146.4112292	0.8517411
146.4619783	0.8515216
146.5127274	0.8513116
146.5634766	0.85111
146.6142257	0.8509159
146.6649748	0.8507273
146.7157239	0.8505419
146.7664731	0.8503586
146.8172222	0.8501758
146.8679713	0.849992
146.9187204	0.8498066
146.9694696	0.8496194
147.0202187	0.8494298
147.0709678	0.849238
147.121717	0.8490441
147.1724661	0.8488476
147.2232152	0.8486488
147.2739643	0.8484474
147.3247135	0.8482432
147.3754626	0.8480369
147.4262117	0.8478292
147.4769608	0.8476207
147.52771	0.8474133
147.5784591	0.8472089
147.6292082	0.847009
147.6799573	0.8468157
147.7307065	0.8466301
147.7814556	0.8464533
147.8322047	0.8462852
147.8829538	0.8461255
147.933703	0.8459727
147.9844521	0.8458257
148.0352012	0.8456829
148.0859503	0.8455431
148.1366995	0.8454057
148.1874486	0.8452702
148.2381977	0.8451381
148.2889469	0.84501
148.339696	0.8448876
148.3904451	0.8447722
148.4411942	0.8446656
148.4919434	0.844568
148.5426925	0.8444794
148.5934416	0.8443993
148.6441907	0.8443264
148.6949399	0.8442582
148.745689	0.8441927
148.7964381	0.8441283
148.8471872	0.8440627
148.8979364	0.8439956
148.9486855	0.8439261
148.9994346	0.843855
149.0501837	0.8437836
149.1009329	0.8437132
149.151682	0.843646
149.2024311	0.8435833
149.2531803	0.8435268
149.3039294	0.8434769
149.3546785	0.8434345
149.4054276	0.8433995
149.4561768	0.8433717
149.5069259	0.8433502
149.557675	0.8433344
149.6084241	0.8433233
149.6591733	0.843316
149.7099224	0.8433113
149.7606715	0.843308
149.8114206	0.8433052
149.8621698	0.8433009
149.9129189	0.8432942
149.963668	0.8432834
150.0144171	0.8432679
150.0651663	0.8432474
150.1159154	0.8432224
150.1666645	0.8431942
150.2174137	0.8431652
150.2681628	0.8431386
150.3189119	0.8431178
150.369661	0.843107
150.4204102	0.8431094
150.4711593	0.8431277
150.5219084	0.8431635
150.5726575	0.8432159
150.6234067	0.843284
150.6741558	0.8433641
150.7249049	0.8434528
150.775654	0.843546
150.8264032	0.8436398
150.8771523	0.8437314
150.9279014	0.8438182
150.9786505	0.8439
151.0293997	0.8439765
151.0801488	0.8440487
151.1308979	0.8441187
151.181647	0.8441885
151.2323962	0.8442609
151.2831453	0.8443376
151.3338944	0.8444216
151.3846436	0.844514
151.4353927	0.8446163
151.4861418	0.8447289
151.5368909	0.8448523
151.5876401	0.8449858
151.6383892	0.8451288
151.6891383	0.84528
151.7398874	0.8454379
151.7906366	0.8456008
151.8413857	0.8457668
151.8921348	0.8459342
151.9428839	0.846101
151.9936331	0.8462658
152.0443822	0.8464277
152.0951313	0.8465856
152.1458804	0.8467397
152.1966296	0.8468898
152.2473787	0.8470366
152.2981278	0.8471812
152.348877	0.8473245
152.3996261	0.8474679
152.4503752	0.8476127
152.5011243	0.8477602
152.5518735	0.8479112
152.6026226	0.8480666
152.6533717	0.848227
152.7041208	0.848392
152.75487	0.8485616
152.8056191	0.8487349
152.8563682	0.8489113
152.9071173	0.8490902
152.9578665	0.8492708
153.0086156	0.8494534
153.0593647	0.8496384
153.1101138	0.8498266
153.160863	0.8500194
153.2116121	0.8502182
153.2623612	0.8504248
153.3131104	0.8506401
153.3638595	0.8508651
153.4146086	0.8511001
153.4653577	0.8513442
153.5161069	0.8515967
153.566856	0.8518562
153.6176051	0.8521214
153.6683542	0.8523912
153.7191034	0.8526649
153.7698525	0.8529427
153.8206016	0.8532238
153.8713507	0.8535092
153.9220999	0.8537992
153.972849	0.8540936
154.0235981	0.854392
154.0743472	0.8546937
154.1250964	0.8549973
154.1758455	0.8553014
154.2265946	0.855604
154.2773437	0.8559039
154.3280929	0.8561995
154.378842	0.8564908
154.4295911	0.8567773
154.4803403	0.857059
154.5310894	0.8573377
154.5818385	0.857614
154.6325876	0.8578894
154.6833368	0.8581652
154.7340859	0.8584429
154.784835	0.8587244
154.8355841	0.8590109
154.8863333	0.8593035
154.9370824	0.8596034
154.9878315	0.8599122
155.0385806	0.8602298
155.0893298	0.8605573
155.1400789	0.8608945
155.190828	0.8612409
155.2415771	0.8615957
155.2923263	0.8619579
155.3430754	0.8623261
155.3938245	0.8626987
155.4445737	0.8630744
155.4953228	0.8634514
155.5460719	0.8638293
155.596821	0.8642061
155.6475702	0.8645821
155.6983193	0.8649555
155.7490684	0.8653268
155.7998175	0.8656954
155.8505667	0.8660617
155.9013158	0.8664262
155.9520649	0.8667896
156.002814	0.8671536
156.0535632	0.8675196
156.1043123	0.8678889
156.1550614	0.8682634
156.2058105	0.8686443
156.2565597	0.8690321
156.3073088	0.8694278
156.3580579	0.869831
156.4088071	0.8702411
156.4595562	0.8706573
156.5103053	0.8710784
156.5610544	0.8715033
156.6118036	0.8719308
156.6625527	0.8723605
156.7133018	0.8727915
156.7640509	0.8732234
156.8148001	0.8736559
156.8655492	0.8740888
156.9162983	0.8745221
156.9670474	0.8749558
157.0177966	0.8753896
157.0685457	0.8758231
157.1192948	0.8762565
157.1700439	0.8766897
157.2207931	0.8771217
157.2715422	0.8775528
157.3222913	0.8779823
157.3730405	0.8784099
157.4237896	0.8788348
157.4745387	0.879257
157.5252878	0.8796769
157.576037	0.8800954
157.6267861	0.8805136
157.6775352	0.8809339
157.7282843	0.8813587
157.7790335	0.8817915
157.8297826	0.8822344
157.8805317	0.8826894
157.9312808	0.8831576
157.98203	0.8836386
158.0327791	0.8841311
158.0835282	0.884632
158.1342773	0.8851379
158.1850265	0.8856451
158.2357756	0.8861508
158.2865247	0.8866523
158.3372738	0.8871484
158.388023	0.8876392
158.4387721	0.8881263
158.4895212	0.888611
158.5402704	0.8890962
158.5910195	0.8895841
158.6417686	0.8900765
158.6925177	0.8905742
158.7432669	0.8910778
158.794016	0.8915865
158.8447651	0.8920996
158.8955142	0.8926159
158.9462634	0.893134
158.9970125	0.8936537
159.0477616	0.8941746
159.0985107	0.8946968
159.1492599	0.8952209
159.200009	0.8957472
159.2507581	0.8962766
159.3015072	0.8968086
159.3522564	0.8973432
159.4030055	0.8978795
159.4537546	0.8984168
159.5045038	0.8989538
159.5552529	0.8994896
159.606002	0.9000236
159.6567511	0.9005553
159.7075003	0.9010842
159.7582494	0.9016111
159.8089985	0.9021359
159.8597476	0.9026591
159.9104968	0.9031807
159.9612459	0.9037009
160.011995	0.90422
160.0627441	0.9047375
160.1134933	0.9052538
160.1642424	0.9057691
160.2149915	0.9062834
160.2657406	0.906798
160.3164898	0.907313
160.3672389	0.9078299
160.417988	0.9083495
160.4687372	0.908873
160.5194863	0.9094009
160.5702354	0.9099343
160.6209845	0.9104731
160.6717337	0.9110174
160.7224828	0.911567
160.7732319	0.9121216
160.823981	0.9126806
160.8747302	0.9132433
160.9254793	0.9138088
160.9762284	0.9143763
161.0269775	0.9149446
161.0777267	0.9155123
161.1284758	0.9160777
161.1792249	0.9166397
161.229974	0.9171965
161.2807232	0.9177467
161.3314723	0.9182899
161.3822214	0.9188251
161.4329705	0.9193528
161.4837197	0.9198737
161.5344688	0.9203888
161.5852179	0.9209
161.6359671	0.9214093
161.6867162	0.9219183
161.7374653	0.9224293
161.7882144	0.9229436
161.8389636	0.923462
161.8897127	0.9239853
161.9404618	0.924513
161.9912109	0.9250454
162.0419601	0.9255809
162.0927092	0.9261191
162.1434583	0.9266591
162.1942074	0.9272001
162.2449566	0.9277415
162.2957057	0.9282824
162.3464548	0.9288232
162.3972039	0.9293629
162.4479531	0.9299021
162.4987022	0.9304404
162.5494513	0.9309772
162.6002005	0.9315126
162.6509496	0.9320455
162.7016987	0.9325758
162.7524478	0.933103
162.803197	0.9336261
162.8539461	0.934145
162.9046952	0.9346597
162.9554443	0.9351704
163.0061935	0.9356779
163.0569426	0.9361827
163.1076917	0.9366865
163.1584408	0.9371903
163.20919	0.9376953
163.2599391	0.938203
163.3106882	0.9387139
163.3614373	0.9392285
163.4121865	0.9397472
163.4629356	0.9402686
163.5136847	0.9407929
163.5644339	0.941318
163.615183	0.9418429
163.6659321	0.9423667
163.7166812	0.9428876
163.7674304	0.9434055
163.8181795	0.9439198
163.8689286	0.9444309
163.9196777	0.9449394
163.9704269	0.9454463
164.021176	0.9459524
164.0719251	0.9464588
164.1226742	0.9469661
164.1734234	0.9474744
164.2241725	0.947983
164.2749216	0.9484912
164.3256707	0.9489976
164.3764199	0.9495001
164.427169	0.9499968
164.4779181	0.950486
164.5286672	0.9509661
164.5794164	0.9514362
164.6301655	0.9518963
164.6809146	0.952347
164.7316638	0.9527896
164.7824129	0.9532257
164.833162	0.9536578
164.8839111	0.9540883
164.9346603	0.9545192
164.9854094	0.9549519
165.0361585	0.9553878
165.0869076	0.9558275
165.1376568	0.9562699
165.1884059	0.9567148
165.239155	0.9571603
165.2899041	0.9576049
165.3406533	0.9580467
165.3914024	0.9584838
165.4421515	0.958915
165.4929006	0.9593398
165.5436498	0.9597575
165.5943989	0.9601685
165.645148	0.9605734
165.6958972	0.960973
165.7466463	0.9613689
165.7973954	0.9617621
165.8481445	0.9621531
165.8988937	0.9625431
165.9496428	0.9629323
166.0003919	0.96332
166.051141	0.9637068
166.1018902	0.9640914
166.1526393	0.9644743
166.2033884	0.9648549
166.2541375	0.9652341
166.3048867	0.965612
166.3556358	0.9659897
166.4063849	0.9663685
166.457134	0.9667488
166.5078832	0.9671314
166.5586323	0.9675156
166.6093814	0.9679007
166.6601306	0.9682845
166.7108797	0.9686644
166.7616288	0.9690374
166.8123779	0.9694001
166.8631271	0.9697499
166.9138762	0.9700851
166.9646253	0.9704051
167.0153744	0.9707102
167.0661236	0.9710028
167.1168727	0.9712859
167.1676218	0.9715636
167.2183709	0.9718402
167.2691201	0.9721203
167.3198692	0.9724078
167.3706183	0.9727056
167.4213674	0.9730149
167.4721166	0.9733366
167.5228657	0.9736694
167.5736148	0.9740111
167.6243639	0.974359
167.6751131	0.9747094
167.7258622	0.9750582
167.7766113	0.9754025
167.8273605	0.9757389
167.8781096	0.9760649
167.9288587	0.9763795
167.9796078	0.9766824
168.030357	0.9769734
168.0811061	0.9772544
168.1318552	0.9775265
168.1826043	0.9777918
168.2333535	0.9780524
168.2841026	0.9783096
168.3348517	0.978565
168.3856008	0.9788194
168.43635	0.9790725
168.4870991	0.9793246
168.5378482	0.979575
168.5885973	0.9798235
168.6393465	0.9800692
168.6900956	0.9803118
168.7408447	0.9805511
168.7915939	0.9807873
168.842343	0.9810198
168.8930921	0.981249
168.9438412	0.9814747
168.9945904	0.9816963
169.0453395	0.9819141
169.0960886	0.9821271
169.1468377	0.9823352
169.1975869	0.9825378
169.248336	0.9827349
169.2990851	0.982927
169.3498342	0.9831136
169.4005834	0.9832963
169.4513325	0.9834753
169.5020816	0.9836505
169.5528307	0.9838228
169.6035799	0.9839914
169.654329	0.9841558
169.7050781	0.984315
169.7558273	0.9844679
169.8065764	0.9846132
169.8573255	0.98475
169.9080746	0.9848772
169.9588238	0.9849952
170.0095729	0.9851043
170.060322	0.9852052
170.1110711	0.9852996
170.1618203	0.9853896
170.2125694	0.9854779
170.2633185	0.9855663
170.3140676	0.985657
170.3648168	0.9857521
170.4155659	0.9858524
170.466315	0.9859578
170.5170641	0.9860681
170.5678133	0.9861818
170.6185624	0.9862979
170.6693115	0.9864143
170.7200606	0.9865288
170.7708098	0.9866401
170.8215589	0.9867467
170.872308	0.9868469
170.9230572	0.9869402
170.9738063	0.987026
171.0245554	0.9871041
171.0753045	0.9871736
171.1260537	0.9872351
171.1768028	0.987288
171.2275519	0.9873322
171.278301	0.9873683
171.3290502	0.9873956
171.3797993	0.9874144
171.4305484	0.9874251
171.4812975	0.9874273
171.5320467	0.9874218
171.5827958	0.9874085
171.6335449	0.9873881
171.684294	0.9873603
171.7350432	0.9873252
171.7857923	0.9872831
171.8365414	0.9872341
171.8872906	0.9871778
171.9380397	0.9871154
171.9887888	0.9870471
172.0395379	0.9869744
172.0902871	0.9868983
172.1410362	0.9868213
172.1917853	0.9867447
172.2425344	0.9866709
172.2932836	0.9866007
172.3440327	0.9865356
172.3947818	0.9864758
172.4455309	0.9864213
172.4962801	0.986371
172.5470292	0.9863231
172.5977783	0.9862762
172.6485274	0.9862274
172.6992766	0.9861751
172.7500257	0.9861173
172.8007748	0.9860523
172.851524	0.9859788
172.9022731	0.9858962
172.9530222	0.9858048
173.0037713	0.9857048
173.0545205	0.9855972
173.1052696	0.9854831
173.1560187	0.985364
173.2067678	0.985241
173.257517	0.985115
173.3082661	0.9849864
173.3590152	0.9848555
173.4097643	0.9847217
173.4605135	0.9845837
173.5112626	0.9844401
173.5620117	0.9842889
173.6127608	0.9841285
173.66351	0.9839574
173.7142591	0.9837744
173.7650082	0.9835787
173.8157573	0.983371
173.8665065	0.9831522
173.9172556	0.9829241
173.9680047	0.9826884
174.0187539	0.9824483
174.069503	0.9822065
174.1202521	0.9819658
174.1710012	0.9817291
174.2217504	0.981499
174.2724995	0.981277
174.3232486	0.9810647
174.3739977	0.9808624
174.4247469	0.9806694
174.475496	0.9804844
174.5262451	0.9803044
174.5769942	0.9801257
174.6277434	0.979945
174.6784925	0.9797571
174.7292416	0.9795577
174.7799907	0.9793425
174.8307399	0.9791089
174.881489	0.9788545
174.9322381	0.9785783
174.9829873	0.9782817
175.0337364	0.9779667
175.0844855	0.9776371
175.1352346	0.9772963
175.1859838	0.9769491
175.2367329	0.9765987
175.287482	0.976249
175.3382311	0.9759021
175.3889803	0.9755589
175.4397294	0.9752197
175.4904785	0.9748839
175.5412276	0.9745499
175.5919768	0.9742163
175.6427259	0.9738823
175.693475	0.9735474
175.7442241	0.9732115
175.7949733	0.9728754
175.8457224	0.9725406
175.8964715	0.972208
175.9472207	0.9718792
175.9979698	0.9715546
176.0487189	0.9712341
176.099468	0.970916
176.1502172	0.9705985
176.2009663	0.9702786
176.2517154	0.9699532
176.3024645	0.9696195
176.3532137	0.9692747
176.4039628	0.9689174
176.4547119	0.9685472
176.505461	0.9681646
176.5562102	0.9677703
176.6069593	0.9673675
176.6577084	0.9669577
176.7084575	0.966544
176.7592067	0.9661283
176.8099558	0.9657124
176.8607049	0.9652973
176.9114541	0.964883
176.9622032	0.9644693
177.0129523	0.9640549
177.0637014	0.9636385
177.1144506	0.9632186
177.1651997	0.9627932
177.2159488	0.962361
177.2666979	0.9619208
177.3174471	0.9614719
177.3681962	0.9610132
177.4189453	0.9605454
177.4696944	0.9600683
177.5204436	0.9595837
177.5711927	0.959092
177.6219418	0.9585944
177.6726909	0.9580927
177.7234401	0.9575883
177.7741892	0.9570828
177.8249383	0.9565766
177.8756874	0.9560716
177.9264366	0.9555682
177.9771857	0.9550673
178.0279348	0.9545699
178.078684	0.9540766
178.1294331	0.9535884
178.1801822	0.9531057
178.2309313	0.9526286
178.2816805	0.9521576
178.3324296	0.9516916
178.3831787	0.9512298
178.4339278	0.9507704
178.484677	0.9503113
178.5354261	0.94985
178.5861752	0.9493836
178.6369243	0.9489098
178.6876735	0.948427
178.7384226	0.9479339
178.7891717	0.9474298
178.8399208	0.9469159
178.89067	0.9463934
178.9414191	0.9458635
178.9921682	0.9453293
179.0429174	0.944793
179.0936665	0.9442565
179.1444156	0.9437223
179.1951647	0.9431913
179.2459139	0.942665
179.296663	0.942143
179.3474121	0.9416258
179.3981612	0.9411129
179.4489104	0.9406036
179.4996595	0.9400971
179.5504086	0.9395925
179.6011577	0.9390889
179.6519069	0.938585
179.702656	0.9380801
179.7534051	0.9375734
179.8041542	0.9370641
179.8549034	0.9365519
179.9056525	0.9360367
179.9564016	0.9355183
180.0071508	0.9349962
180.0578999	0.9344706
180.108649	0.9339409
180.1593981	0.9334073
180.2101473	0.9328681
180.2608964	0.9323231
180.3116455	0.9317711
180.3623946	0.9312111
180.4131438	0.9306427
180.4638929	0.930066
180.514642	0.9294818
180.5653911	0.9288917
180.6161403	0.9282979
180.6668894	0.9277027
180.7176385	0.9271091
180.7683876	0.9265199
180.8191368	0.9259366
180.8698859	0.9253614
180.920635	0.9247944
180.9713841	0.9242359
181.0221333	0.923685
181.0728824	0.9231408
181.1236315	0.9226022
181.1743807	0.9220682
181.2251298	0.9215378
181.2758789	0.9210113
181.326628	0.9204884
181.3773772	0.9199693
181.4281263	0.9194542
181.4788754	0.9189441
181.5296245	0.9184378
181.5803737	0.9179355
181.6311228	0.9174365
181.6818719	0.9169396
181.732621	0.9164436
181.7833702	0.9159473
181.8341193	0.9154494
181.8848684	0.9149487
181.9356175	0.9144444
181.9863667	0.913935
182.0371158	0.9134198
182.0878649	0.9128973
182.1386141	0.9123663
182.1893632	0.9118258
182.2401123	0.9112753
182.2908614	0.9107143
182.3416106	0.9101436
182.3923597	0.909565
182.4431088	0.9089807
182.4938579	0.9083945
182.5446071	0.9078107
182.5953562	0.9072334
182.6461053	0.9066662
182.6968544	0.9061126
182.7476036	0.9055738
182.7983527	0.9050506
182.8491018	0.9045408
182.8998509	0.9040417
182.9506001	0.9035491
183.0013492	0.9030588
183.0520983	0.9025656
183.1028475	0.9020661
183.1535966	0.9015573
183.2043457	0.9010384
183.2550948	0.9005092
183.305844	0.8999726
183.3565931	0.8994313
183.4073422	0.8988893
183.4580913	0.8983507
183.5088405	0.8978191
183.5595896	0.8972973
183.6103387	0.8967869
183.6610878	0.8962879
183.711837	0.8957993
183.7625861	0.895319
183.8133352	0.8948442
183.8640843	0.8943714
183.9148335	0.8938983
183.9655826	0.8934219
184.0163317	0.892941
184.0670808	0.8924543
184.11783	0.8919619
184.1685791	0.8914643
184.2193282	0.8909633
184.2700774	0.89046
184.3208265	0.8899564
184.3715756	0.8894534
184.4223247	0.8889521
184.4730739	0.8884535
184.523823	0.8879573
184.5745721	0.8874633
184.6253212	0.8869713
184.6760704	0.8864803
184.7268195	0.88599
184.7775686	0.8855004
184.8283177	0.8850114
184.8790669	0.8845232
184.929816	0.8840367
184.9805651	0.8835526
185.0313142	0.8830722
185.0820634	0.8825963
185.1328125	0.8821257
185.1835616	0.881661
185.2343108	0.881202
185.2850599	0.8807482
185.335809	0.8802987
185.3865581	0.8798527
185.4373073	0.8794078
185.4880564	0.8789628
185.5388055	0.8785158
185.5895546	0.8780654
185.6403038	0.8776106
185.6910529	0.8771514
185.741802	0.8766878
185.7925511	0.8762211
185.8433003	0.8757529
185.8940494	0.8752852
185.9447985	0.8748204
185.9955476	0.8743603
186.0462968	0.8739071
186.0970459	0.8734624
186.147795	0.8730272
186.1985442	0.8726019
186.2492933	0.8721862
186.3000424	0.8717793
186.3507915	0.8713804
186.4015407	0.8709886
186.4522898	0.8706023
186.5030389	0.870221
186.553788	0.8698435
186.6045372	0.8694702
186.6552863	0.8691002
186.7060354	0.8687336
186.7567845	0.8683705
186.8075337	0.8680102
186.8582828	0.8676521
186.9090319	0.8672951
186.959781	0.8669379
187.0105302	0.8665789
187.0612793	0.8662164
187.1120284	0.8658491
187.1627775	0.8654759
187.2135267	0.8650966
187.2642758	0.8647117
187.3150249	0.8643221
187.3657741	0.8639304
187.4165232	0.8635386
187.4672723	0.8631496
187.5180214	0.8627656
187.5687706	0.8623886
187.6195197	0.86202
187.6702688	0.8616604
187.7210179	0.8613091
187.7717671	0.8609657
187.8225162	0.8606285
187.8732653	0.8602964
187.9240144	0.8599681
187.9747636	0.8596441
188.0255127	0.8593242
188.0762618	0.8590097
188.1270109	0.8587022
188.1777601	0.8584031
188.2285092	0.8581139
188.2792583	0.8578346
188.3300075	0.8575647
188.3807566	0.8573021
188.4315057	0.857044
188.4822548	0.8567865
188.533004	0.8565254
188.5837531	0.8562574
188.6345022	0.855979
188.6852513	0.8556895
188.7360005	0.8553888
188.7867496	0.8550795
188.8374987	0.8547649
188.8882478	0.8544508
188.938997	0.8541422
188.9897461	0.8538454
189.0404952	0.8535646
189.0912443	0.8533036
189.1419935	0.8530639
189.1927426	0.8528456
189.2434917	0.8526459
189.2942409	0.8524618
189.34499	0.8522869
189.3957391	0.8521174
189.4464882	0.8519472
189.4972374	0.8517718
189.5479865	0.8515877
189.5987356	0.8513929
189.6494847	0.8511862
189.7002339	0.8509682
189.750983	0.8507403
189.8017321	0.8505045
189.8524812	0.8502632
189.9032304	0.8500192
189.9539795	0.8497749
190.0047286	0.8495327
190.0554777	0.8492944
190.1062269	0.8490615
190.156976	0.8488355
190.2077251	0.8486171
190.2584742	0.8484073
190.3092234	0.848207
190.3599725	0.8480167
190.4107216	0.8478369
190.4614708	0.8476679
190.5122199	0.8475097
190.562969	0.847362
190.6137181	0.847224
190.6644673	0.8470946
190.7152164	0.8469726
190.7659655	0.8468565
190.8167146	0.846745
190.8674638	0.8466362
190.9182129	0.8465295
190.968962	0.846424
191.0197111	0.8463188
191.0704603	0.8462146
191.1212094	0.846111
191.1719585	0.846009
191.2227076	0.8459084
191.2734568	0.8458099
191.3242059	0.8457132
191.374955	0.8456179
191.4257042	0.8455237
191.4764533	0.8454297
191.5272024	0.845335
191.5779515	0.8452395
191.6287007	0.8451425
191.6794498	0.8450449
191.7301989	0.8449471
191.780948	0.8448505
191.8316972	0.8447566
191.8824463	0.8446676
191.9331954	0.8445845
191.9839445	0.844509
192.0346937	0.8444416
192.0854428	0.8443823
192.1361919	0.8443308
192.186941	0.8442855
192.2376902	0.8442451
192.2884393	0.8442076
192.3391884	0.8441713
192.3899376	0.8441346
192.4406867	0.8440967
192.4914358	0.8440561
192.5421849	0.8440129
192.5929341	0.8439671
192.6436832	0.8439194
192.6944323	0.8438705
192.7451814	0.8438216
192.7959306	0.8437738
192.8466797	0.8437288
192.8974288	0.8436877
192.9481779	0.8436521
192.9989271	0.843623
193.0496762	0.8436024
193.1004253	0.8435908
193.1511744	0.8435889
193.2019236	0.8435975
193.2526727	0.8436163
193.3034218	0.8436449
193.3541709	0.8436826
193.4049201	0.8437279
193.4556692	0.84378
193.5064183	0.8438363
193.5571675	0.8438956
193.6079166	0.8439562
193.6586657	0.8440171
193.7094148	0.8440773
193.760164	0.8441373
193.8109131	0.8441972
193.8616622	0.8442589
193.9124113	0.8443236
193.9631605	0.844394
194.0139096	0.8444716
194.0646587	0.8445582
194.1154078	0.8446547
194.166157	0.8447616
194.2169061	0.8448773
194.2676552	0.8450004
194.3184043	0.8451283
194.3691535	0.8452578
194.4199026	0.8453861
194.4706517	0.8455114
194.5214009	0.8456321
194.57215	0.8457485
194.6228991	0.8458619
194.6736482	0.8459746
194.7243974	0.8460893
194.7751465	0.846209
194.8258956	0.8463364
194.8766447	0.846473
194.9273939	0.8466193
194.978143	0.8467749
195.0288921	0.8469381
195.0796412	0.8471066
195.1303904	0.8472776
195.1811395	0.8474488
195.2318886	0.8476182
195.2826377	0.8477849
195.3333869	0.847949
195.384136	0.8481116
195.4348851	0.8482744
195.4856343	0.8484394
195.5363834	0.8486097
195.5871325	0.8487868
195.6378816	0.8489726
195.6886308	0.8491678
195.7393799	0.8493721
195.790129	0.8495845
195.8408781	0.849803
195.8916273	0.8500255
195.9423764	0.8502494
195.9931255	0.8504722
196.0438746	0.8506916
196.0946238	0.8509063
196.1453729	0.8511158
196.196122	0.85132
196.2468711	0.85152
196.2976203	0.8517181
196.3483694	0.8519163
196.3991185	0.8521166
196.4498677	0.8523219
196.5006168	0.852534
196.5513659	0.8527534
196.602115	0.8529818
196.6528642	0.8532184
196.7036133	0.8534625
196.7543624	0.8537132
196.8051115	0.8539695
196.8558607	0.8542303
196.9066098	0.8544948
196.9573589	0.8547629
197.008108	0.8550348
197.0588572	0.8553107
197.1096063	0.8555915
197.1603554	0.8558776
197.2111045	0.8561696
197.2618537	0.8564675
197.3126028	0.8567714
197.3633519	0.8570808
197.414101	0.8573951
197.4648502	0.8577133
197.5155993	0.8580348
197.5663484	0.8583586
197.6170976	0.8586839
197.6678467	0.8590102
197.7185958	0.859337
197.7693449	0.8596635
197.8200941	0.8599905
197.8708432	0.8603174
197.9215923	0.8606453
197.9723414	0.8609748
198.0230906	0.8613069
198.0738397	0.8616422
198.1245888	0.861982
198.1753379	0.8623269
198.2260871	0.8626775
198.2768362	0.8630334
198.3275853	0.8633937
198.3783344	0.8637577
198.4290836	0.8641237
198.4798327	0.86449
198.5305818	0.8648553
198.581331	0.8652187
198.6320801	0.8655791
198.6828292	0.8659369
198.7335783	0.8662926
198.7843275	0.8666481
198.8350766	0.8670045
198.8858257	0.8673643
198.9365748	0.867729
198.987324	0.8680997
199.0380731	0.868478
199.0888222	0.8688641
199.1395713	0.8692575
199.1903205	0.8696578
199.2410696	0.8700637
199.2918187	0.8704735
199.3425678	0.8708862
199.393317	0.8713
199.4440661	0.8717146
199.4948152	0.8721286
199.5455644	0.8725422
199.5963135	0.872956
199.6470626	0.8733705
199.6978117	0.873786
199.7485609	0.8742046
199.79931	0.8746265
199.8500591	0.8750526
199.9008082	0.8754828
199.9515574	0.875917
200.0023065	0.8763548
200.0530556	0.8767948
200.1038047	0.8772363
200.1545539	0.8776782
200.205303	0.8781201
200.2560521	0.8785614
200.3068012	0.879003
200.3575504	0.8794455
200.4082995	0.8798901
200.4590486	0.8803383
200.5097977	0.8807912
200.5605469	0.8812495
200.611296	0.8817129
200.6620451	0.8821812
200.7127943	0.8826531
200.7635434	0.8831267
200.8142925	0.8836007
200.8650416	0.8840733
200.9157908	0.8845434
200.9665399	0.8850115
201.017289	0.8854776
201.0680381	0.8859432
201.1187873	0.8864107
201.1695364	0.8868822
201.2202855	0.8873597
201.2710346	0.8878447
201.3217838	0.8883382
201.3725329	0.88884
201.423282	0.8893492
201.4740311	0.8898641
201.5247803	0.8903826
201.5755294	0.8909023
201.6262785	0.8914211
201.6770277	0.891937
201.7277768	0.8924487
201.7785259	0.8929555
201.829275	0.8934567
201.8800242	0.8939533
201.9307733	0.8944448
201.9815224	0.8949321
202.0322715	0.8954152
202.0830207	0.8958946
202.1337698	0.8963706
202.1845189	0.8968439
202.235268	0.8973146
202.2860172	0.8977844
202.3367663	0.8982546
202.3875154	0.8987274
202.4382645	0.8992057
202.4890137	0.8996918
202.5397628	0.900188
202.5905119	0.9006966
202.6412611	0.9012187
202.6920102	0.9017543
202.7427593	0.902302
202.7935084	0.9028598
202.8442576	0.9034246
202.8950067	0.9039929
202.9457558	0.9045612
202.9965049	0.9051263
203.0472541	0.9056856
203.0980032	0.9062379
203.1487523	0.9067812
203.1995014	0.9073169
203.2502506	0.9078441
203.3009997	0.9083654
203.3517488	0.9088817
203.4024979	0.9093957
203.4532471	0.9099088
203.5039962	0.9104238
203.5547453	0.9109421
203.6054944	0.9114655
203.6562436	0.9119956
203.7069927	0.9125325
203.7577418	0.9130772
203.808491	0.9136288
203.8592401	0.9141868
203.9099892	0.9147504
203.9607383	0.9153178
204.0114875	0.9158878
204.0622366	0.9164594
204.1129857	0.9170308
204.1637348	0.917601
204.214484	0.9181697
204.2652331	0.9187365
204.3159822	0.9193017
204.3667313	0.9198655
204.4174805	0.9204292
204.4682296	0.9209933
204.5189787	0.9215593
204.5697278	0.922128
204.620477	0.922701
204.6712261	0.9232782
204.7219752	0.9238604
204.7727244	0.9244468
204.8234735	0.9250366
204.8742226	0.9256282
204.9249717	0.9262195
